START_DATE*,END_DATE*,Year,Month,Date,CATEGORY*,START*,Week_day,Hour,STOP*,MILES*,PURPOSE*,len_Miles
2016-12-02 13:07:00,2016-12-02 13:22:00,2016,12,2016-12-02,Business,Apex,Friday,13,Cary,5.3,Customer Visit,Normal
2016-12-02 20:41:00,2016-12-02 20:48:00,2016,12,2016-12-02,Business,Cary,Friday,20,Morrisville,3.3,Meal/Entertain,Small
2016-12-02 22:59:00,2016-12-02 23:07:00,2016,12,2016-12-02,Business,Morrisville,Friday,22,Cary,3.0,Customer Visit,Small
2016-12-03 18:35:00,2016-12-03 18:56:00,2016,12,2016-12-03,Business,Cary,Saturday,18,Wake Co.,6.6,Errand/Supplies,Normal
2016-12-03 19:08:00,2016-12-03 19:15:00,2016,12,2016-12-03,Business,Wake Co.,Saturday,19,Morrisville,1.8,NA,Small
2016-12-03 20:31:00,2016-12-03 20:41:00,2016,12,2016-12-03,Business,Morrisville,Saturday,20,Cary,3.0,Customer Visit,Small
2016-12-04 18:56:00,2016-12-04 19:03:00,2016,12,2016-12-04,Business,Cary,Sunday,18,Morrisville,2.9,Meal/Entertain,Small
2016-12-04 20:23:00,2016-12-04 20:34:00,2016,12,2016-12-04,Business,Morrisville,Sunday,20,Cary,3.4,Customer Visit,Small
2016-12-05 18:04:00,2016-12-05 18:17:00,2016,12,2016-12-05,Business,Cary,Monday,18,Cary,4.1,NA,Small
2016-12-05 19:22:00,2016-12-05 19:37:00,2016,12,2016-12-05,Business,Cary,Monday,19,Cary,3.8,Meal/Entertain,Small
2016-12-07 12:03:00,2016-12-07 12:32:00,2016,12,2016-12-07,Business,Cary,Wednesday,12,Cary,6.6,Meeting,Normal
2016-12-07 12:35:00,2016-12-07 12:46:00,2016,12,2016-12-07,Business,Cary,Wednesday,12,Cary,4.0,Meeting,Small
2016-12-07 19:53:00,2016-12-07 20:13:00,2016,12,2016-12-07,Business,Cary,Wednesday,19,Cary,7.0,Customer Visit,Normal
2016-12-07 21:13:00,2016-12-07 21:50:00,2016,12,2016-12-07,Business,Cary,Wednesday,21,Cary,6.9,Meal/Entertain,Normal
2016-12-08 14:19:00,2016-12-08 14:32:00,2016,12,2016-12-08,Business,Cary,Thursday,14,Cary,3.4,Errand/Supplies,Small
2016-12-08 14:53:00,2016-12-08 15:02:00,2016,12,2016-12-08,Business,Cary,Thursday,14,Cary,3.4,Errand/Supplies,Small
2016-12-08 19:22:00,2016-12-08 19:27:00,2016,12,2016-12-08,Business,Cary,Thursday,19,Cary,2.0,Meeting,Small
2016-12-08 21:26:00,2016-12-08 21:31:00,2016,12,2016-12-08,Business,Cary,Thursday,21,Cary,2.0,Errand/Supplies,Small
2016-12-09 12:09:00,2016-12-09 12:24:00,2016,12,2016-12-09,Business,Cary,Friday,12,Apex,5.1,Errand/Supplies,Normal
2016-12-09 13:15:00,2016-12-09 13:43:00,2016,12,2016-12-09,Business,Apex,Friday,13,Cary,8.8,Temporary Site,Normal
2016-12-09 20:11:00,2016-12-09 20:34:00,2016,12,2016-12-09,Business,Cary,Friday,20,Cary,5.6,Meeting,Normal
2016-12-09 22:03:00,2016-12-09 22:57:00,2016,12,2016-12-09,Business,Cary,Friday,22,Cary,18.9,Customer Visit,Normal
2016-12-10 12:43:00,2016-12-10 13:16:00,2016,12,2016-12-10,Business,Cary,Saturday,12,Fuquay-Varina,15.6,Meeting,Normal
2016-12-10 14:42:00,2016-12-10 15:18:00,2016,12,2016-12-10,Business,Fuquay-Varina,Saturday,14,Cary,15.6,Errand/Supplies,Normal
2016-12-10 18:17:00,2016-12-10 18:27:00,2016,12,2016-12-10,Business,Cary,Saturday,18,Morrisville,3.0,Meal/Entertain,Small
2016-12-10 22:09:00,2016-12-10 22:21:00,2016,12,2016-12-10,Business,Morrisville,Saturday,22,Cary,3.1,Customer Visit,Small
2016-12-11 16:06:00,2016-12-11 16:16:00,2016,12,2016-12-11,Business,Cary,Sunday,16,Morrisville,3.0,Meal/Entertain,Small
2016-12-11 19:05:00,2016-12-11 19:15:00,2016,12,2016-12-11,Business,Morrisville,Sunday,19,Cary,4.8,Errand/Supplies,Small
2016-12-11 21:48:00,2016-12-11 21:56:00,2016,12,2016-12-11,Business,Cary,Sunday,21,Cary,2.1,Errand/Supplies,Small
2016-12-12 13:22:00,2016-12-12 13:32:00,2016,12,2016-12-12,Business,Cary,Monday,13,Cary,3.1,Errand/Supplies,Small
2016-12-12 13:36:00,2016-12-12 13:51:00,2016,12,2016-12-12,Business,Cary,Monday,13,Apex,4.4,Meal/Entertain,Small
2016-12-12 14:26:00,2016-12-12 14:39:00,2016,12,2016-12-12,Business,Apex,Monday,14,Cary,4.7,Customer Visit,Small
2016-12-12 17:51:00,2016-12-12 18:01:00,2016,12,2016-12-12,Business,Cary,Monday,17,Morrisville,3.0,Meal/Entertain,Small
2016-12-12 20:48:00,2016-12-12 20:57:00,2016,12,2016-12-12,Business,Morrisville,Monday,20,Cary,3.0,Customer Visit,Small
2016-12-13 18:19:00,2016-12-13 18:29:00,2016,12,2016-12-13,Business,Cary,Tuesday,18,Cary,4.2,Errand/Supplies,Small
2016-12-13 20:20:00,2016-12-13 20:29:00,2016,12,2016-12-13,Business,Cary,Tuesday,20,Cary,4.1,Meal/Entertain,Small
2016-12-14 16:52:00,2016-12-14 17:10:00,2016,12,2016-12-14,Business,Cary,Wednesday,16,Cary,3.4,NA,Small
2016-12-14 17:22:00,2016-12-14 17:34:00,2016,12,2016-12-14,Business,Cary,Wednesday,17,Cary,3.3,NA,Small
2016-12-14 17:50:00,2016-12-14 18:00:00,2016,12,2016-12-14,Business,Cary,Wednesday,17,Morrisville,3.0,Meal/Entertain,Small
2016-12-14 20:24:00,2016-12-14 20:40:00,2016,12,2016-12-14,Business,Morrisville,Wednesday,20,Cary,3.1,Customer Visit,Small
2016-12-15 14:20:00,2016-12-15 14:54:00,2016,12,2016-12-15,Business,Cary,Thursday,14,Morrisville,10.6,Meeting,Normal
2016-12-17 15:38:00,2016-12-17 16:12:00,2016,12,2016-12-17,Business,Unknown Location,Saturday,15,Unknown Location,4.8,Airport/Travel,Small
2016-12-17 17:19:00,2016-12-17 17:59:00,2016,12,2016-12-17,Business,Unknown Location,Saturday,17,Unknown Location,5.3,Temporary Site,Normal
2016-12-18 13:03:00,2016-12-18 13:41:00,2016,12,2016-12-18,Business,Unknown Location,Sunday,13,Unknown Location,4.9,Errand/Supplies,Small
2016-12-18 16:38:00,2016-12-18 17:25:00,2016,12,2016-12-18,Business,Unknown Location,Sunday,16,Unknown Location,10.2,Errand/Supplies,Normal
2016-12-18 20:35:00,2016-12-18 21:04:00,2016,12,2016-12-18,Business,Unknown Location,Sunday,20,Unknown Location,9.2,NA,Normal
2016-12-19 09:08:00,2016-12-19 09:36:00,2016,12,2016-12-19,Business,Unknown Location,Monday,9,Islamabad,7.7,Errand/Supplies,Normal
2016-12-19 10:15:00,2016-12-19 10:34:00,2016,12,2016-12-19,Business,Islamabad,Monday,10,Rawalpindi,5.9,Temporary Site,Normal
2016-12-19 13:04:00,2016-12-19 13:08:00,2016,12,2016-12-19,Business,Rawalpindi,Monday,13,Unknown Location,0.7,Errand/Supplies,Small
2016-12-19 13:24:00,2016-12-19 13:35:00,2016,12,2016-12-19,Business,Unknown Location,Monday,13,Unknown Location,1.3,NA,Small
2016-12-19 14:07:00,2016-12-19 14:15:00,2016,12,2016-12-19,Business,Unknown Location,Monday,14,Unknown Location,2.5,NA,Small
2016-12-19 14:18:00,2016-12-19 14:32:00,2016,12,2016-12-19,Business,Unknown Location,Monday,14,Unknown Location,5.3,NA,Normal
2016-12-19 14:37:00,2016-12-19 14:50:00,2016,12,2016-12-19,Business,Unknown Location,Monday,14,Unknown Location,5.4,NA,Normal
2016-12-19 15:09:00,2016-12-19 15:38:00,2016,12,2016-12-19,Business,Unknown Location,Monday,15,Rawalpindi,10.2,Customer Visit,Normal
2016-12-19 16:50:00,2016-12-19 17:09:00,2016,12,2016-12-19,Business,Rawalpindi,Monday,16,Islamabad,7.2,Customer Visit,Normal
2016-12-19 19:05:00,2016-12-19 19:17:00,2016,12,2016-12-19,Business,Islamabad,Monday,19,Unknown Location,2.2,NA,Small
2016-12-19 19:55:00,2016-12-19 20:30:00,2016,12,2016-12-19,Business,Unknown Location,Monday,19,Unknown Location,11.0,Meeting,Normal
2016-12-20 08:49:00,2016-12-20 09:24:00,2016,12,2016-12-20,Business,Unknown Location,Tuesday,8,Rawalpindi,12.0,NA,Normal
2016-12-20 10:30:00,2016-12-20 10:48:00,2016,12,2016-12-20,Business,Rawalpindi,Tuesday,10,Rawalpindi,3.3,Errand/Supplies,Small
2016-12-20 11:30:00,2016-12-20 12:17:00,2016,12,2016-12-20,Business,Rawalpindi,Tuesday,11,Unknown Location,19.4,Meeting,Normal
2016-12-20 13:14:00,2016-12-20 13:20:00,2016,12,2016-12-20,Business,Unknown Location,Tuesday,13,Unknown Location,1.7,Errand/Supplies,Small
2016-12-20 13:54:00,2016-12-20 14:17:00,2016,12,2016-12-20,Business,Unknown Location,Tuesday,13,Islamabad,5.7,Temporary Site,Normal
2016-12-20 16:14:00,2016-12-20 16:24:00,2016,12,2016-12-20,Business,Islamabad,Tuesday,16,Islamabad,1.8,Errand/Supplies,Small
2016-12-20 16:56:00,2016-12-20 17:07:00,2016,12,2016-12-20,Business,Islamabad,Tuesday,16,Islamabad,1.4,Errand/Supplies,Small
2016-12-20 18:47:00,2016-12-20 19:21:00,2016,12,2016-12-20,Business,Islamabad,Tuesday,18,Unknown Location,10.3,Customer Visit,Normal
2016-12-21 07:42:00,2016-12-21 08:10:00,2016,12,2016-12-21,Business,Unknown Location,Wednesday,7,Unknown Location,11.5,Meeting,Normal
2016-12-21 10:14:00,2016-12-21 10:30:00,2016,12,2016-12-21,Business,Unknown Location,Wednesday,10,Islamabad,4.9,Errand/Supplies,Small
2016-12-21 11:35:00,2016-12-21 11:49:00,2016,12,2016-12-21,Business,Islamabad,Wednesday,11,Unknown Location,3.5,Meal/Entertain,Small
2016-12-21 12:51:00,2016-12-21 13:33:00,2016,12,2016-12-21,Business,Unknown Location,Wednesday,12,Unknown Location,16.2,Meeting,Normal
2016-12-21 15:38:00,2016-12-21 15:49:00,2016,12,2016-12-21,Business,Unknown Location,Wednesday,15,Unknown Location,2.0,Errand/Supplies,Small
2016-12-21 15:55:00,2016-12-21 16:05:00,2016,12,2016-12-21,Business,Unknown Location,Wednesday,15,Islamabad,2.1,Errand/Supplies,Small
2016-12-21 17:45:00,2016-12-21 17:54:00,2016,12,2016-12-21,Business,Islamabad,Wednesday,17,Islamabad,2.1,Meeting,Small
2016-12-21 17:59:00,2016-12-21 18:31:00,2016,12,2016-12-21,Business,Islamabad,Wednesday,17,Unknown Location,7.2,Customer Visit,Normal
2016-12-21 19:49:00,2016-12-21 20:35:00,2016,12,2016-12-21,Business,Unknown Location,Wednesday,19,Rawalpindi,12.0,Meeting,Normal
2016-12-21 20:56:00,2016-12-21 23:42:00,2016,12,2016-12-21,Business,Rawalpindi,Wednesday,20,Unknown Location,103.0,Meeting,Long
2016-12-22 15:40:00,2016-12-22 16:38:00,2016,12,2016-12-22,Business,Unknown Location,Thursday,15,Unknown Location,32.3,Meeting,Long
2016-12-22 17:04:00,2016-12-22 17:20:00,2016,12,2016-12-22,Business,Unknown Location,Thursday,17,Unknown Location,5.3,Customer Visit,Normal
2016-12-22 17:27:00,2016-12-22 17:53:00,2016,12,2016-12-22,Business,Unknown Location,Thursday,17,Unknown Location,11.6,Meeting,Normal
2016-12-22 17:56:00,2016-12-22 18:29:00,2016,12,2016-12-22,Business,Unknown Location,Thursday,17,Unknown Location,23.2,Meeting,Long
2016-12-22 18:31:00,2016-12-22 18:37:00,2016,12,2016-12-22,Business,Unknown Location,Thursday,18,Unknown Location,3.2,Errand/Supplies,Small
2016-12-22 18:38:00,2016-12-22 18:47:00,2016,12,2016-12-22,Business,Unknown Location,Thursday,18,Unknown Location,12.3,Temporary Site,Normal
2016-12-22 19:04:00,2016-12-22 19:50:00,2016,12,2016-12-22,Business,Unknown Location,Thursday,19,Lahore,14.0,Meeting,Normal
2016-12-22 21:41:00,2016-12-22 21:53:00,2016,12,2016-12-22,Business,Lahore,Thursday,21,Lahore,2.1,Meal/Entertain,Small
2016-12-22 23:27:00,2016-12-22 23:32:00,2016,12,2016-12-22,Business,Lahore,Thursday,23,Lahore,2.1,Customer Visit,Small
2016-12-23 09:21:00,2016-12-23 09:41:00,2016,12,2016-12-23,Business,Lahore,Friday,9,Lahore,3.0,Meeting,Small
2016-12-23 11:33:00,2016-12-23 11:58:00,2016,12,2016-12-23,Business,Lahore,Friday,11,Unknown Location,6.2,Meeting,Normal
2016-12-23 14:15:00,2016-12-23 15:25:00,2016,12,2016-12-23,Business,Unknown Location,Friday,14,Unknown Location,9.6,Meeting,Normal
2016-12-23 16:23:00,2016-12-23 16:34:00,2016,12,2016-12-23,Business,Unknown Location,Friday,16,Unknown Location,1.3,Errand/Supplies,Small
2016-12-23 17:34:00,2016-12-23 18:27:00,2016,12,2016-12-23,Business,Unknown Location,Friday,17,Lahore,7.1,Meal/Entertain,Normal
2016-12-24 07:43:00,2016-12-24 08:04:00,2016,12,2016-12-24,Business,Lahore,Saturday,7,Unknown Location,6.3,Meal/Entertain,Normal
2016-12-24 09:19:00,2016-12-24 09:55:00,2016,12,2016-12-24,Business,Unknown Location,Saturday,9,Lahore,10.7,Meal/Entertain,Normal
2016-12-24 10:34:00,2016-12-24 10:53:00,2016,12,2016-12-24,Business,Lahore,Saturday,10,Lahore,5.3,Meal/Entertain,Normal
2016-12-24 12:51:00,2016-12-24 12:53:00,2016,12,2016-12-24,Business,Lahore,Saturday,12,Lahore,1.6,Errand/Supplies,Small
2016-12-24 13:08:00,2016-12-24 13:29:00,2016,12,2016-12-24,Business,Lahore,Saturday,13,Lahore,3.6,Errand/Supplies,Small
2016-12-24 17:12:00,2016-12-24 17:27:00,2016,12,2016-12-24,Business,Lahore,Saturday,17,Lahore,1.7,Errand/Supplies,Small
2016-12-24 19:12:00,2016-12-24 19:27:00,2016,12,2016-12-24,Business,Lahore,Saturday,19,Lahore,2.9,Meal/Entertain,Small
2016-12-24 22:04:00,2016-12-24 22:09:00,2016,12,2016-12-24,Business,Lahore,Saturday,22,Lahore,0.6,Errand/Supplies,Small
2016-12-25 00:10:00,2016-12-25 00:14:00,2016,12,2016-12-25,Business,Lahore,Sunday,0,Lahore,0.6,Errand/Supplies,Small
2016-12-25 19:15:00,2016-12-25 19:26:00,2016,12,2016-12-25,Business,Lahore,Sunday,19,Lahore,2.3,Meal/Entertain,Small
2016-12-25 21:58:00,2016-12-25 22:04:00,2016,12,2016-12-25,Business,Lahore,Sunday,21,Lahore,2.3,Meal/Entertain,Small
2016-12-26 08:30:00,2016-12-26 08:41:00,2016,12,2016-12-26,Business,Lahore,Monday,8,Lahore,3.2,Meal/Entertain,Small
2016-12-26 09:05:00,2016-12-26 09:19:00,2016,12,2016-12-26,Business,Lahore,Monday,9,Lahore,6.2,Customer Visit,Normal
2016-12-26 10:15:00,2016-12-26 10:36:00,2016,12,2016-12-26,Business,Lahore,Monday,10,Lahore,7.7,Customer Visit,Normal
2016-12-26 11:29:00,2016-12-26 11:42:00,2016,12,2016-12-26,Business,Lahore,Monday,11,Lahore,3.8,Customer Visit,Small
2016-12-26 13:09:00,2016-12-26 13:43:00,2016,12,2016-12-26,Business,Lahore,Monday,13,Unknown Location,7.9,Meeting,Normal
2016-12-27 07:02:00,2016-12-27 07:14:00,2016,12,2016-12-27,Business,Kar?chi,Tuesday,7,Kar?chi,4.9,Temporary Site,Small
2016-12-27 08:37:00,2016-12-27 08:59:00,2016,12,2016-12-27,Business,Kar?chi,Tuesday,8,Kar?chi,5.0,Meal/Entertain,Normal
2016-12-27 12:53:00,2016-12-27 12:57:00,2016,12,2016-12-27,Business,Kar?chi,Tuesday,12,Kar?chi,0.6,Meal/Entertain,Small
2016-12-27 14:49:00,2016-12-27 15:03:00,2016,12,2016-12-27,Business,Kar?chi,Tuesday,14,Unknown Location,3.1,Customer Visit,Small
2016-12-27 16:34:00,2016-12-27 16:58:00,2016,12,2016-12-27,Business,Unknown Location,Tuesday,16,Kar?chi,7.9,Meeting,Normal
2016-12-27 19:19:00,2016-12-27 19:50:00,2016,12,2016-12-27,Business,Kar?chi,Tuesday,19,Kar?chi,5.5,Customer Visit,Normal
2016-12-28 08:34:00,2016-12-28 09:06:00,2016,12,2016-12-28,Business,Kar?chi,Wednesday,8,Unknown Location,10.3,Meal/Entertain,Normal
2016-12-28 11:42:00,2016-12-28 12:12:00,2016,12,2016-12-28,Business,Unknown Location,Wednesday,11,Kar?chi,10.4,Errand/Supplies,Normal
2016-12-28 13:53:00,2016-12-28 14:01:00,2016,12,2016-12-28,Business,Kar?chi,Wednesday,13,Kar?chi,2.0,Errand/Supplies,Small
2016-12-28 15:04:00,2016-12-28 15:39:00,2016,12,2016-12-28,Business,Kar?chi,Wednesday,15,Unknown Location,8.5,Meal/Entertain,Normal
2016-12-28 17:02:00,2016-12-28 17:16:00,2016,12,2016-12-28,Business,Unknown Location,Wednesday,17,Kar?chi,4.4,Errand/Supplies,Small
2016-12-28 18:33:00,2016-12-28 18:56:00,2016,12,2016-12-28,Business,Kar?chi,Wednesday,18,Kar?chi,3.8,Errand/Supplies,Small
2016-12-28 22:44:00,2016-12-28 23:18:00,2016,12,2016-12-28,Business,Kar?chi,Wednesday,22,Kar?chi,5.1,Errand/Supplies,Normal
2016-12-29 00:49:00,2016-12-29 01:06:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,0,Kar?chi,3.8,Errand/Supplies,Small
2016-12-29 09:44:00,2016-12-29 10:07:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,9,Unknown Location,11.6,Meal/Entertain,Normal
2016-12-29 11:28:00,2016-12-29 12:00:00,2016,12,2016-12-29,Business,Unknown Location,Thursday,11,Kar?chi,11.9,Meal/Entertain,Normal
2016-12-29 12:25:00,2016-12-29 12:33:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,12,Kar?chi,1.4,Errand/Supplies,Small
2016-12-29 13:17:00,2016-12-29 13:24:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,13,Kar?chi,1.1,Errand/Supplies,Small
2016-12-29 13:56:00,2016-12-29 14:11:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,13,Kar?chi,4.1,Airport/Travel,Small
2016-12-29 14:42:00,2016-12-29 14:58:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,14,Kar?chi,6.1,Between Offices,Normal
2016-12-29 15:05:00,2016-12-29 15:16:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,15,Kar?chi,1.3,Errand/Supplies,Small
2016-12-29 18:59:00,2016-12-29 19:14:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,18,Unknown Location,3.0,Meal/Entertain,Small
2016-12-29 19:50:00,2016-12-29 20:10:00,2016,12,2016-12-29,Business,Unknown Location,Thursday,19,Kar?chi,4.1,Customer Visit,Small
2016-12-29 20:15:00,2016-12-29 20:45:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,20,Kar?chi,7.2,Meeting,Normal
2016-12-29 20:53:00,2016-12-29 21:42:00,2016,12,2016-12-29,Business,Kar?chi,Thursday,20,Unknown Location,6.4,NA,Normal
2016-12-29 23:14:00,2016-12-29 23:47:00,2016,12,2016-12-29,Business,Unknown Location,Thursday,23,Kar?chi,12.9,Meeting,Normal
2016-12-30 10:15:00,2016-12-30 10:33:00,2016,12,2016-12-30,Business,Kar?chi,Friday,10,Kar?chi,2.8,Errand/Supplies,Small
2016-12-30 11:31:00,2016-12-30 11:56:00,2016,12,2016-12-30,Business,Kar?chi,Friday,11,Kar?chi,2.9,Errand/Supplies,Small
2016-12-30 15:41:00,2016-12-30 16:03:00,2016,12,2016-12-30,Business,Kar?chi,Friday,15,Kar?chi,4.6,Errand/Supplies,Small
2016-12-30 16:45:00,2016-12-30 17:08:00,2016,12,2016-12-30,Business,Kar?chi,Friday,16,Kar?chi,4.6,Meeting,Small
2016-12-30 23:06:00,2016-12-30 23:10:00,2016,12,2016-12-30,Business,Kar?chi,Friday,23,Kar?chi,0.8,Customer Visit,Small
2016-12-31 01:07:00,2016-12-31 01:14:00,2016,12,2016-12-31,Business,Kar?chi,Saturday,1,Kar?chi,0.7,Meeting,Small
2016-12-31 13:24:00,2016-12-31 13:42:00,2016,12,2016-12-31,Business,Kar?chi,Saturday,13,Unknown Location,3.9,Temporary Site,Small
2016-12-31 15:03:00,2016-12-31 15:38:00,2016,12,2016-12-31,Business,Unknown Location,Saturday,15,Unknown Location,16.2,Meeting,Normal
2016-12-31 21:32:00,2016-12-31 21:50:00,2016,12,2016-12-31,Business,Katunayake,Saturday,21,Gampaha,6.4,Temporary Site,Normal
2016-12-31 22:08:00,2016-12-31 23:51:00,2016,12,2016-12-31,Business,Gampaha,Saturday,22,Ilukwatta,48.2,Temporary Site,Long
